id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q108837394,Chairman of the Assembly of Turkmenistan,Q874,,,Q4376666,1993,,,,
Q95387135,First Lady of Turkmenistan,Q874,Q874,,,1990-11-02,,,,
Q21328577,Member of the Assembly of Turkmenistan,Q874,Q874,,,,,,,
Q113501617,Minister of Defense of Turkmenistan,,Q874,,,,,,,
Q113501646,Minister of Finance (Turkmenistan),,Q874,,,,,,,
Q113501685,Minister of Finance and Economy of Turkmenistan,,Q874,,,,,,,
Q108837408,Minister of Foreign Affairs of Turkmenistan,Q874,Q874,,Q4294954,,,,,
Q113501623,Minister of Internal Affairs,,Q874,,,,,,,
Q1155759,President of Turkmenistan,Q874,Q874,,Q20046227,1990-11-02,,,,President of Turkmenistan
Q31440057,Turkmen Ambassador to China,,,,,,,,,List of ambassadors of Turkmenistan to China
Q38250680,Turkmen Ambassador to the United States,,,,,,,,,List of ambassadors of Turkmenistan to the United States
Q4185705,Vice President of Turkmenistan,Q874,Q874,,,1992-01,,,,Vice President of Turkmenistan
Q110678081,ambassador of Turkmenistan to Turkey,Q43,,,,,,,,
