item,itemLabel,startDate,endDate,sourceDate,psid
Q82918,Saparmurat Niyazov,1990-11-02,2006-12-21,,Q82918-91804C5F-0B36-4606-AD63-1456244DAD13
Q57530,Gurbanguly Berdimuhamedow,2007-02-14,2022-03-19,,Q57530-3F797AD8-A857-4E5C-9EB6-9DB503635F3D
Q51874548,Serdar Berdimuhamedow,2022-03-19,,,Q51874548-95e308c7-4e1c-a584-6d45-c8e0891808ed
