who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
57581379,Q1155759,3rd President of Turkmenistan,2022-03-19,,Q57530,Gurbanguly Berdimuhamedow,,,0
57581379,Ahal Region,Governor of Ahal,2019-06-17,2020-02-07,,Tangahuly Atakhallyev,,Vacant,1
57581379,Assembly of Turkmenistan,Member of the Assembly of Turkmenistan,2016-11-23,2019-01-02,,,,,2
